0,1,2,3,4,5,6,7,8,9,10
-66,7,14,426,1103,-160,50,160,-80,-570,-731
-51,10,-1,429,1165,-50,-10,30,-20,-560,-805
-32,-54,37,320,1198,-140,-100,170,-60,-290,-918
-62,-10,16,449,1110,-170,-130,-50,240,-520,-792
-38,-27,54,349,1155,-30,-100,110,0,-560,-770
-71,21,-24,407,1110,-40,-130,170,20,-510,-796
-68,-12,25,393,1144,-110,-90,40,60,-470,-740
-15,-12,2,370,1145,-160,-80,180,-370,-120,-837
-71,20,4,381,1211,-260,-40,160,-40,-460,-712
-72,33,-27,387,1029,-70,100,-10,0,-490,-739
-49,-38,-78,428,983,30,-120,200,-50,-480,-715
-12,-74,8,373,1161,-230,30,30,-60,-380,-760
-40,-5,15,387,980,-90,110,170,-130,-450,-754
0,-23,19,399,1364,-290,-40,130,20,-600,-864
-47,23,-12,383,1100,30,-90,140,-70,-220,-1036
-78,-44,139,185,20,-16,-129,-45,260,-47,-24
-10,8,-1,197,170,-95,-107,193,-49,-132,-57
-41,16,-31,160,140,-105,-59,157,-65,-99,-45
-20,-2,18,158,181,-121,-88,160,-17,-177,-24
-8,14,-17,214,138,-91,-55,147,-88,-109,-24
6,-3,-43,163,159,-90,-58,165,-65,-146,-22
-6,-10,-25,188,186,-93,-84,180,-75,-153,-52
-2,-3,6,194,125,-117,-56,149,-39,-120,-36
6,-39,6,184,105,-61,-61,142,-63,-71,-67
-24,12,-33,197,132,-113,-47,193,-85,-159,-44
-25,5,18,178,124,-116,-44,169,-38,-74,-66
-24,-23,8,122,230,-167,-80,162,-7,-156,-98
-18,-8,-6,233,171,-131,-90,124,-19,-134,-27
0,-7,11,201,170,-140,-77,217,-56,-141,-35
20,-10,-10,157,174,-138,-58,217,-62,-172,-66
-5,-24,-3,192,154,-123,-59,169,-29,-152,-47
-9,7,18,156,135,-101,-63,175,-48,-94,-62
-8,-35,5,186,109,-145,-80,230,-48,-158,-76
-23,1,4,252,68,-104,-40,163,-73,-160,-72
-25,-8,0,234,122,-77,-141,224,-13,-215,-58
-22,-15,4,196,81,-85,-88,163,-45,-107,-58
-5,14,-31,198,92,-74,-79,143,-40,-162,-32
1,4,-8,218,125,-138,-34,134,23,-125,-101
-10,-38,25,166,143,-154,-5,109,-2,-165,-44
3,-16,-19,208,112,-94,-1,141,-31,-164,-48
34,-20,-4,123,202,-58,-54,200,-93,-145,-34
-25,-41,8,164,154,-117,-76,149,23,-197,-33
-8,-25,-14,187,121,-93,-83,177,-20,-116,-52
-8,18,-2,192,106,-63,-67,123,-58,-81,-81
6,-27,28,158,142,-54,-108,169,-47,-84,-73
-2,-9,6,185,132,-65,-85,137,-49,-138,-40
5,4,15,220,96,-111,-38,151,-68,-105,-19
69,-16,3,-47,22,35,-14,19,14,-49,-41
0,52,-2,86,55,-145,152,-26,-39,-47,-10
-2,1,2,5,8,-2,10,7,-22,-6,4
1,-4,2,18,-5,8,-1,14,-24,-3,5
-7,4,3,60,33,-14,-19,92,-94,-50,14
5,-4,3,46,42,-8,-29,30,-19,-53,-4
6,-3,3,59,11,25,-1,-18,-18,-42,-7
5,2,-2,52,13,6,0,23,-36,-52,2
1,-1,-1,67,52,-33,23,0,-63,-31,-12
-2,-5,5,19,4,-2,7,4,-23,1,-2
-6,12,0,43,-14,-11,10,-9,-9,-3,-4
1,-3,3,76,-11,4,1,83,-91,-40,-4
2,-2,-3,79,6,-2,33,11,-55,-42,-3
-1,-2,2,85,-6,-8,0,62,-58,-67,6
-1,-1,10,61,6,15,-19,46,-46,-43,-15
-4,2,13,64,9,-8,-3,26,-34,-51,-5
1,1,-2,15,9,0,-1,3,-22,4,-3
1,1,-2,39,-18,4,9,-5,-23,-3,9
3,6,-2,47,48,-6,-9,44,-40,-65,-6
-6,1,11,59,32,-4,-19,40,-57,-47,7
0,-5,6,57,17,-1,-13,30,-36,-57,8
-5,-3,5,47,16,22,-31,65,-59,-46,0
2,1,3,53,21,0,-23,33,-27,-45,-4
5,0,3,3,13,10,-13,5,-9,-4,-4
0,-1,0,69,-43,-4,2,-7,-1,-13,3
-1,1,-6,87,14,-25,-10,35,-47,-39,2
-3,-1,3,83,22,-31,-17,42,-37,-44,1
-4,2,-1,88,13,-35,2,37,-45,-46,0
2,-4,1,62,15,-18,7,0,-20,-35,8
-1,3,-1,60,4,-22,21,-13,-8,-35,3
-5,1,0,9,6,3,3,9,-20,5,-3
-1,1,1,25,-11,-6,21,-11,-15,0,14
-1,-2,4,61,31,-25,21,-5,-19,-41,-11
-15,16,-14,492,447,-656,485,-67,-2,-467,-49
-78,-10,-4,408,2103,240,20,140,-30,-960,-1760
-77,-10,1,444,2232,260,20,70,-110,-2450,-307
-40,-6,-2,781,1863,260,0,-50,-200,-2269,-221
-84,-9,9,406,2033,160,100,70,-120,-2247,-286
-49,-7,45,381,2170,120,70,100,-160,-2305,-308
-66,7,-8,423,2059,330,20,130,-100,-2477,-271
-61,9,17,358,2333,270,-50,160,-200,-1080,-1685
-56,-9,-17,409,2340,230,40,-40,-60,-1000,-1743
-78,-1,3,371,2131,270,0,100,-170,-2358,-239
-82,3,-7,716,1669,320,80,60,-200,-2243,-250
-48,-13,37,345,2090,210,190,150,-220,-2424,-244
-65,-6,13,418,2036,280,140,40,-120,-2397,-274
-37,-10,14,402,2147,320,120,90,-220,-2489,-91
-74,4,6,365,2165,320,60,-280,0,-990,-1543
-42,-2,1,381,2234,260,50,20,-140,-1040,-1573
-88,44,15,355,2210,110,70,120,-120,-2428,-186
-54,-51,23,757,1852,250,20,110,-170,-2437,-233
-66,-43,22,421,1963,330,-40,60,-50,-2414,-179
-62,5,24,381,1971,170,20,170,-130,-2244,-221
-85,10,8,432,1940,180,100,40,-180,-2094,-321
-52,-16,9,385,2115,90,20,110,-80,-990,-1554
-50,-2,3,424,1944,230,120,130,-230,-900,-1631
-48,-13,4,391,2070,290,20,140,-170,-2362,-248
-51,-2,10,656,1619,100,20,-30,-40,-1930,-256
-88,-29,16,352,1894,110,-40,90,-80,-1988,-191
-76,12,4,354,1869,110,80,110,-70,-2108,-202
-42,-26,-5,421,1786,160,-30,80,-30,-1998,-245
-32,-9,12,323,1807,100,-30,80,-30,-780,-1330
-135,2,-2,424,1802,220,0,200,-120,-830,-1550
-82,4,-4,393,1941,180,160,40,-120,-2160,-281
-67,-16,12,652,1631,200,60,210,-120,-2268,-235
-10,-13,11,38,39,51,-40,-28,79,21,-101
-180,-69,30,170,43,96,-150,-7,30,12,-12
-114,-20,62,37,186,50,-154,46,51,-40,36
-124,-47,61,147,272,41,-271,71,-43,24,-33
-139,-12,36,146,158,101,-176,121,-127,17,34
-147,-38,45,133,217,-22,-52,35,-81,39,-67
-102,1,11,210,175,60,-61,-78,-4,-2,-7
-104,-27,29,173,201,46,-72,159,-220,-50,42
-195,-9,25,126,192,-3,-62,-26,87,-2,-113
-46,-61,58,160,94,-2,-133,37,49,-47,-29
-100,-45,110,130,194,18,-103,2,-3,-80,6
-105,-82,58,202,199,33,-161,181,-165,56,-114
-74,-63,40,215,169,-9,-129,98,-34,-18,-33
-111,-76,50,176,231,13,-78,92,-71,25,-104
-145,-34,44,105,283,-4,-164,30,-102,50,-50
-174,-20,37,106,190,-102,-29,-19,44,44,-70
-160,-41,20,182,115,-41,-48,9,-20,92,-59
-171,-50,32,182,233,35,-86,47,-113,25,-66
-140,-63,92,169,163,-52,-52,87,-106,-14,-90
-121,-33,55,241,85,55,-147,135,-126,101,-154
-101,1,47,140,251,-39,-62,18,-103,-41,37
-118,11,-24,107,274,35,-168,-9,-16,20,-46
-91,-42,66,65,180,-11,-90,119,12,5,-17
-122,-29,71,59,153,-63,-32,20,-71,182,-73
-130,-34,57,115,218,-28,-40,11,-128,69,-77
-90,-68,44,164,334,-35,-133,133,-144,31,-109
-116,-17,45,148,298,36,-133,-38,-72,-9,25
-21,-92,82,127,164,-40,-76,57,-73,127,-150
-134,-39,94,79,199,-20,-37,50,-110,40,-29
-146,11,43,77,144,-24,-140,152,-40,64,-96
-94,-96,52,165,174,-177,34,29,19,126,-158
-108,24,11,72,268,-2,-81,30,-65,50,-7
-26,-3,44,49,-5,0,-32,19,34,-8,-22
-95,-27,-41,-312,196,157,139,45,-187,-144,122
2,-3,-3,31,-19,-1,9,-12,11,-3,1
-52,-806,796,50,64,4,-57,13,-8,26,-71
26,-8,-17,46,49,7,-19,1,22,-44,16
6,-30,-16,20,70,316,30,-10,-50,-50,60
-10,-10,0,-30,100,-30,-20,0,10,-10,-10
-20,30,-30,-50,-662,-2,8,131,227,-413,-10
-20,0,10,20,10,10,0,-322,-37,-25,354
0,10,-30,0,-313,38,-57,57,-51,356,-10
0,0,-20,0,-597,-104,-43,26,-39,11,-45
-378,3,-18,12,882,-22,0,-18,-34,43,-17
-10,10,-20,0,80,-10,-20,0,-20,-10,-30
70,20,-30,20,70,0,-40,30,-20,-20,10
-10,0,10,0,80,-372,-54,-6,-22,-37,-774
-1,-1,-7,-10,45,18,-53,23,28,-27,-5
-11,0,3,-5,21,32,-43,36,13,-17,-7
-14,-2,20,-16,40,4,-45,30,-9,-5,10
-15,-3,1,7,45,-48,-8,3,29,1,-8
7,-8,-9,3,863,-45,9,-4,34,-34,-3
-4,-10,-4,-39,57,-1,-19,7,22,-16,-19
-36,41,-33,-81,-717,-2,14,1,-11,2,-3
0,-23,22,-22,54,-29,6,-10,22,-16,3
-7,5,-7,30,7,3,-8,10,-28,-13,3
-1,2,-16,0,23,28,-51,34,32,-51,3
-13,19,-31,6,84,0,-58,26,-66,37,-14
-6,-3,12,25,-4,-10,-17,12,26,-9,-7
-93,10,76,-28,51,-29,45,-39,70,-54,64
69,-82,7,91,-61,90,-34,-74,84,-50,-107
70,-78,65,-35,119,55,-141,130,-98,73,-78
91,-87,82,107,-120,-26,45,6,-33,11,56
-132,3,68,17,75,-100,57,27,-73,161,-161
-1,-77,89,63,-101,22,21,-21,-53,119,-135
-95,-10,-19,143,90,-204,-28,45,136,-14,-36
-4,-70,55,-61,95,11,-136,104,-61,-5,-19
-96,1,-5,115,-20,1,39,-57,95,-8,-115
74,-94,35,21,31,88,-61,-127,73,-92,39
-104,-7,102,-84,121,-167,-49,109,79,46,-42
-18,-88,34,-186,78,-3,83,110,27,-54,-74
-7,-65,70,144,-108,68,-84,-18,97,-106,80
-66,-15,27,34,94,-8,-99,-10,2,8,-69
-90,71,16,39,-3,-24,-11,27,-9,-11,-34
-72,-1,8,51,23,-42,40,-33,112,-60,-3
-80,61,-72,91,130,-130,27,-29,102,-10,-130
-13,-99,9,117,-71,-19,27,-58,62,23,-53
-80,62,-71,147,-29,76,37,-179,114,89,-100
83,-87,56,-8,21,-40,73,-36,36,52,-111
-4,72,-132,118,-24,58,-101,90,-25,53,-110
-90,-17,88,67,-41,14,-31,-89,95,-41,-41
-63,61,-68,37,45,-46,76,-69,-19,93,-12
-15,76,-48,106,-66,91,-119,75,-5,33,-153
-16,-86,35,34,73,85,-165,123,-121,47,58
-100,6,19,139,-50,-26,-8,-14,-669,2930,-410
70,270,70,150,-30,-2283,198,-255,44,-51,262
2,13,-112,56,1,-228,167,45,97,9,-103
7,-130,91,-40,74,9,18,-28,-38,71,-119
-34,-15,23,3,62,0,-28,24,66,10,-72
-51,-13,35,-62,68,-5,-31,-30,23,-60,112
-120,-90,-59,119,150,-80,70,70,0,-170,-90
-60,-20,-60,-40,200,-40,120,-170,-90,-50,410
-178,-18,-100,-47,363,-120,60,-100,120,140,-295
150,-260,-170,170,140,-110,20,-80,0,80,-120
20,-168,-48,6,91,18,-1,-154,226,-36,76
150,-30,-80,50,10,0,-170,14,286,-110,-50
-100,-91,191,-150,140,-80,50,-110,-20,150,-265
100,20,-20,-80,310,-344,264,-190,230,-20,-140
-20,-20,60,-180,80,-50,130,-220,210,-10,-70
80,-100,20,-82,242,-130,-69,-19,228,-224,64
-268,10,58,-60,250,-60,50,-160,-30,150,-110
10,-100,-10,170,100,-120,-130,50,100,-220,-73
-290,80,-162,162,40,-246,62,-41,-85,310,-162
-106,46,-40,-30,100,-60,60,130,20,-325,145
-120,-60,300,-140,-70,-178,138,100,-170,210,-313
-90,60,-40,-148,248,-231,161,-349,87,-10,192
-85,145,40,-50,110,0,-20,-70,80,-70,160
-48,38,20,30,-80,80,-20,-90,80,-20,-77
0,-175,235,-198,68,20,-66,76,250,-344,104
-180,160,-373,163,0,-187,137,-84,84,-51,71
40,-182,122,-123,33,160,-192,-56,158,-90,110
38,200,-261,-15,296,-303,133,-50,140,-150,-120
110,-120,20,-40,130,-242,112,30,30,150,-325
210,-336,32,114,-125,45,-10,-245,210,-41,48
80,-172,172,-40,60,-200,70,-112,172,-70,-71
300,-240,-250,-329,759,-436,-78,40,140,13,111
-60,180,-120,90,-30,50,-20,-50,-140,150,30
322,-100,70,-140,260,-140,-100,110,-100,130,100
90,-20,-213,303,50,-150,-60,100,-10,10,30
-140,60,80,-130,100,-130,200,-110,130,-210,50
-80,167,38,-92,-32,156,-138,50,86,-16,-31
240,40,-260,40,260,-10,80,0,10,200,-30
320,-30,0,-260,220,-40,30,-270,290,40,-10
300,-20,-260,0,40,170,20,100,30,30,10
50,50,-10,-290,320,-60,-20,-290,270,210,0
310,-80,-120,-160,-80,80,270,30,10,10,-20
340,-160,90,-200,270,-10,-10,40,-40,-940,30
270,-20,-300,40,300,-180,110,-260,290,10,-10
80,-20,-10,-340,350,-10,-40,-430,150,280,30
350,-50,0,-240,280,-50,40,-140,140,-990,0
258,20,20,-295,295,-10,-50,30,50,-40,20
185,15,0,-246,316,-30,-20,-166,196,-30,-20
0,1,0,2,0,-1,2,-4,-2,1,-1
-1,0,1,27,5,-3,-4,6,-13,-16,-3
-5,0,6,-6,3,1,-1,1,-4,4,1
-5,0,4,-4,83,-14,-1,8,-71,-5,0
-1,0,-1,0,18,50,0,-66,-2,-4,7
0,-5,0,0,23,-16,0,-7,0,0,6
-1,-1,-4,0,31,-7,15,-26,-13,0,0
-1,0,-5,0,82,-43,-16,-3,-20,4,4
-7,5,-5,4,3,-7,7,-7,0,5,1
-5,0,0,0,38,-27,0,-11,0,4,1
-5,4,-4,5,53,-53,-1,43,-47,0,11
0,0,-5,0,52,-44,-8,0,3,1,2
-2,-4,7,-7,68,-1,-2,64,-129,0,8
-6,0,0,0,68,1,0,2,-71,4,-4
-1,1,-5,0,45,15,-7,-12,-41,5,-5
-5,5,-5,0,121,-56,22,-5,-82,0,6
-3,1,40,54,20,27,2,-52,-53,-6,-14
-56,17,-14,835,-52,35,-662,574,-621,-72,40
4,29,-54,176,107,-175,3,41,-53,0,-12
-27,31,-19,697,495,-210,-746,245,-331,-59,3
21,-27,48,793,4,-78,-542,72,-113,-118,-14
4,-11,-9,300,801,-784,-105,228,-233,-83,-75
13,9,4,922,200,-240,-10,-59,-642,-57,-45
4,-18,-9,336,147,-225,65,41,-139,-119,-22
-6,12,30,187,179,-241,-1,10,-87,-32,13
-8,-23,16,207,27,-75,-73,17,-7,19,-58
1,-14,19,406,208,143,-142,241,-679,-115,-28
-16,10,0,307,64,-185,34,229,-340,-26,-52
15,-22,-27,425,81,-238,110,132,-300,-95,-37
-38,-4,12,946,50,-194,114,110,-704,-179,-88
-63,9,0,443,165,-211,-17,231,-477,-43,-40
15,15,-68,295,193,-333,96,199,-303,-69,-19
23,-3,-41,190,366,-455,104,-24,-80,4,-21
-21,-2,11,496,583,-200,-457,241,-388,360,-552
34,-45,18,476,559,-256,-9,345,-794,-181,-89
-28,13,-22,812,210,-766,636,-62,-672,-61,-54
-43,49,-71,382,231,156,-90,351,-756,-130,-44
0,34,-48,1007,290,-830,510,-361,-396,-81,-24
-12,4,-27,323,109,-227,-13,174,-301,39,-3
-20,21,-10,391,2,-319,154,-41,-144,35,-17
-22,5,25,225,703,-60,-134,174,-798,-41,-72
-16,-19,10,366,52,-196,-7,45,-81,-64,-2
-36,21,-23,820,388,-310,-20,-97,-625,-2,-71
-31,11,-34,348,110,-162,176,101,-189,-217,-45
-58,16,-3,515,-115,476,0,-20,-687,45,-66
-83,-3,-20,210,-13,-79,21,8,-79,-7,-47
-22,46,-24,156,136,266,216,-635,-62,-2,-42
-32,18,-15,880,130,-246,-488,226,-283,-67,-39
-8,-2,10,36,-9,18,-10,-20,47,-4,-17
-37,-173,-66,265,3,-133,-39,133,-81,127,-110
-4,-192,-51,212,29,-8,-195,187,-140,149,-77
-18,-136,-28,109,75,-65,-49,-6,105,-11,-36
-85,-122,-44,130,84,-11,-104,184,-132,143,-209
-78,-101,-37,153,116,-28,-115,128,-111,128,-129
-16,-42,-5,211,57,-1,-48,16,-131,183,-141
-15,-113,-36,279,-16,53,-60,-33,-108,158,-138
-86,-56,-97,156,66,0,-72,44,-35,-24,-35
-25,-116,-65,204,72,-145,36,32,-132,75,8
-103,-159,-35,254,-33,-25,-12,-68,-2,160,-130
-42,-136,-23,90,123,-68,72,26,-164,66,-16
10,-120,-35,294,-7,-84,-5,-5,-83,203,-144
-30,-205,28,287,-24,35,-86,20,-117,34,-35
-10,-26,-101,227,67,-41,-53,39,-131,183,-149
-60,-26,-105,245,71,-47,-54,29,-158,77,-39
-54,-95,-86,279,50,-93,-4,40,-165,56,-24
-38,-83,-56,237,-35,19,48,24,-109,-17,-35
-28,-112,-29,216,27,-56,-31,48,-135,87,-85
-40,-115,-7,189,7,-29,-28,35,-146,135,-95
-45,-39,-136,282,-24,-61,39,35,-148,100,-94
-25,-161,-2,231,15,24,-213,171,-155,89,-38
-31,-147,-35,242,65,-118,43,56,-157,76,-57
-8,-200,28,238,40,-10,-124,50,-151,87,-48
-24,-153,-21,311,-51,71,-99,24,-100,19,-7
-77,-123,-29,321,-38,16,-61,68,-79,-35,-41
33,-162,12,281,-49,-147,79,-86,-20,53,-18
-47,-25,33,154,92,-157,12,124,-150,95,-57
-48,-158,-32,219,-20,-43,93,-98,14,41,-11
-13,-127,-61,249,37,-128,28,198,-314,156,-41
-31,-178,-39,307,-30,-108,-83,188,-175,201,46
-32,-204,-11,255,25,49,-214,161,-24,-27,-46
0,1,66,-38,29,-44,-39,107,-38,-52,83
-4,1,1,22,16,-3,-5,6,-3,-16,-1
980,-560,-110,-410,70,290,-160,-40,320,440,260
-150,-60,-180,280,480,-650,-250,290,270,430,100
-620,60,-170,-200,360,280,-280,2110,3160,200,100
-100,0,-100,100,200,100,-200,0,100,200,100
100,-200,100,100,200,0,-100,0,0,300,0
0,0,0,100,100,-100,-200,-200,300,300,100
-100,0,0,100,0,-100,-200,100,200,200,0
0,-100,0,100,100,100,-300,0,100,200,0
-100,0,-100,0,100,0,0,0,0,100,100
0,0,-100,100,100,100,-400,200,-100,100,200
0,-100,100,0,-100,100,-100,100,0,200,-100
0,100,100,100,-100,0,-200,0,100,200,200
-100,0,0,200,0,0,-100,0,200,100,0
-200,0,0,200,0,0,-200,0,100,300,0
-200,0,100,100,0,100,-300,100,-100,300,0
-100,-100,0,200,0,0,-200,200,0,100,200
-100,100,-100,100,100,0,-200,100,100,300,0
0,-100,-100,100,200,0,-200,200,0,100,100
-100,100,0,100,200,0,-200,0,100,300,-100
-100,0,100,-100,100,0,-200,300,-200,300,0
-100,0,0,100,100,0,-200,200,-200,300,100
-200,200,0,0,100,0,-400,200,0,200,100
-100,0,100,0,-100,200,-300,0,300,100,0
0,-100,0,100,300,-100,-100,100,0,200,100
-8350,-170,90,60,-80,490,-490,380,900,-950,610
-810,80,160,-100,2270,-250,0,-1780,-130,-30,310
-430,-40,-30,280,190,200,-780,420,230,190,-100
-510,-250,130,30,320,150,-500,130,-20,190,390
110,-340,280,80,-380,190,-570,560,-270,480,280
-120,-150,-200,410,-70,-80,-280,0,380,440,-160
-410,-190,160,150,1350,-910,-500,-330,700,410,-120
3,-54,100,-80,114,-54,30,20,-38,20,-13
-5,2,3,35,21,-23,3,11,-21,-22,1
-500,0,-400,200,400,300,-600,300,0,100,600
-200,-400,-100,400,600,0,-200,400,-200,100,-100
0,-200,-400,500,100,500,-200,-100,0,-100,400
-100,-400,-200,500,200,0,-200,100,300,0,0
-400,0,-100,400,400,-200,0,0,-200,-100,400
-500,-200,-200,300,600,300,-500,200,100,100,400
-200,0,-200,400,400,0,-200,200,200,-100,400
0,-100,-300,200,400,300,-100,-100,300,200,-200
-200,-200,0,500,300,-400,0,300,-100,300,100
-100,0,0,200,200,100,-100,200,0,-100,200
-300,-200,-200,300,400,100,-100,400,0,0,0
-100,-200,0,200,300,200,-100,300,0,0,-200
100,-300,-200,200,500,400,-300,100,100,0,200
-300,-300,-300,500,300,0,100,-200,0,300,-300
100,-400,-200,300,300,400,-500,300,0,200,-300
-400,-100,0,400,400,-100,-100,-100,100,300,100
0,-300,-200,300,500,200,-200,200,300,-300,300
-300,-100,-200,300,100,0,-300,100,0,500,-200
-200,0,-100,300,300,-200,0,400,-200,300,100
-700,300,0,500,0,400,-600,200,-100,400,100
-200,-100,-200,300,200,400,-300,100,0,100,-200
-700,300,-200,0,700,0,-200,100,100,300,-800
-300,-200,100,600,-300,200,-200,400,-100,300,-400
300,-300,-100,600,0,-200,0,400,-200,400,-300
-100,-200,-300,500,500,-100,-200,300,100,400,-200
-44,80,78,52,37,33,-87,18,91,6,-91
0,0,16,-1,1,-8,-1,2,2,-11,1
-4,12,11,14,69,-15,1,-3,-13,-55,-8
-4,0,157,-4,10,-144,155,-13,18,-8,-171
-8,8,171,-28,26,-162,104,38,-147,55,-60
-4,0,34,131,-83,-66,137,-91,93,-21,-129
0,0,15,11,91,-111,143,-118,-1,129,-163
-9,0,158,26,-22,-147,151,-29,25,-37,-112
-4,0,185,8,-125,-52,170,-61,52,2,-179
-5,0,179,23,-45,-145,144,7,-114,-37,-12
-5,5,176,20,-39,-147,181,-42,17,-161,-10
-4,0,149,-149,12,-12,62,-52,0,1,-4
-5,0,148,42,-2,-36,36,-15,-35,-123,-9
0,0,30,169,-151,-39,43,-17,117,-146,-11
-5,0,94,103,-187,7,19,154,-71,-105,-14
-45,-3,28,-4,44,-13,-37,52,5,-31,21
-20,10,-40,40,-10,50,-30,30,0,-20,-10
-40,20,30,20,10,10,30,10,-10,0,0
-10,10,-20,0,90,30,-20,50,-60,-30,-30
-10,10,-40,40,40,10,-20,70,-50,-20,-10
20,0,10,20,20,30,-20,70,-70,-20,10
-10,0,-20,60,50,0,0,-10,40,-60,-30
20,-20,-30,40,60,30,-40,70,-30,-60,0
-10,-20,0,-10,40,20,-10,30,0,-10,-40
10,0,10,-10,10,0,20,30,-50,0,20
-40,10,0,20,50,20,10,10,-20,-20,-20
0,-40,0,20,90,10,-30,50,-30,-30,-30
-40,10,-20,40,110,10,-30,20,0,-30,-10
-20,30,-30,20,90,20,0,20,10,-90,0
-50,10,-20,80,70,0,-40,-30,-10,-20,-20
10,-10,10,30,40,-10,0,20,-30,-20,-10
-20,10,-20,0,40,40,-10,20,-30,-20,10
-30,20,-30,10,110,-10,0,40,-40,-40,-30
20,-20,0,50,50,10,-20,30,-50,-30,-50
-10,-20,20,10,70,40,-30,20,-20,-50,20
-10,-10,10,10,80,-20,0,60,-40,-30,-10
-20,-10,-20,30,50,0,-20,60,-60,-40,20
-20,10,0,30,30,0,40,-20,10,-20,-20
-40,0,-10,40,30,20,0,0,-20,-10,0
-10,-10,10,-10,60,-30,-20,20,0,-10,-10
-20,20,-40,20,40,-10,10,10,-10,-20,0
-10,-10,-10,10,90,-30,20,40,-40,-10,0
-30,-10,20,10,30,20,-20,30,-20,-40,20
20,-30,10,-10,60,-10,0,20,-10,-10,-30
-10,-10,0,20,20,20,10,-30,10,20,-30
-10,-10,-30,40,10,-10,50,0,-10,10,-20
-30,40,-10,-10,100,-10,10,40,-40,-30,20
-2,11,14,-5,25,-23,1,20,-29,16,-1
-35,-82,-2,9,24,127,-10,32,-29,-1,-11
0,0,0,1,-1,0,0,0,0,1,-1
-23,19,-19,0,0,22,-22,0,0,0,0
1,0,-4,-17,27,-3,-24,0,0,22,-22
-23,20,-2,8,-4,-22,17,5,-1,0,-21
-8,-3,1,-35,45,-45,23,4,-27,32,1
-1,1,-28,39,0,-10,-4,3,-1,16,5
1,-1,-1,6,-27,-2,-20,26,-26,37,7
-2,0,-1,-33,23,-23,0,26,-5,6,-27
-2,-19,22,8,5,-9,-26,0,0,0,24
0,-18,0,35,-35,0,0,0,19,5,-24
-1,3,2,-21,32,-8,-8,-1,3,4,-22
-6,4,-48,0,0,20,-5,22,-20,21,9
0,0,-41,0,17,0,-2,-15,0,40,2
-1,1,-22,0,-2,-17,0,0,0,42,2
-1,0,-20,13,0,-10,-5,-16,31,11,4
-1,1,11,-2,11,-18,-1,12,0,-13,12
-8,-1,-1,23,2,-3,-30,24,4,9,-11
31,-2,8,34,3052,240,-60,70,-40,-130,-3148
14,-31,9,66,3379,20,20,40,-270,-110,-3084
3,2,-13,187,3095,140,-40,50,-240,-120,-3046
-23,-9,3,53,3313,-130,20,240,-250,-120,-3088
11,7,-25,54,3275,-50,50,110,-210,-140,-3076
12,-8,0,81,3362,40,-50,90,-270,-130,-3123
11,-8,-12,34,3342,80,20,120,-360,-140,-3022
11,-30,5,71,3291,-10,80,120,-110,-310,-3011
-19,25,-2,64,3238,-10,-20,30,-140,-240,-3032
-5,-9,-1,53,3191,60,10,40,-120,-290,-3012
5,-13,0,71,3085,80,20,60,-200,-110,-2966
-13,10,-9,50,3081,80,50,50,-240,-170,-2838
-1,13,-18,35,3078,40,80,50,-110,-270,-2930
7,-10,0,96,3104,-80,160,-30,-200,-100,-2951
-18,-2,9,80,3168,70,-30,10,-150,-190,-2985
0,-7,9,36,3236,-110,90,20,-150,-160,-2850
5,-5,6,-19,3195,-150,100,120,-140,-260,-3059
-16,-26,-4,77,2933,50,50,60,-420,-110,-2588
-3,-10,10,39,2975,-130,70,150,-130,-440,-2632
-1,-24,11,51,3046,-50,10,-60,30,-110,-2819
-6,-12,1,59,3025,-30,10,-10,-40,-120,-2956
3,-12,9,72,2997,-10,160,10,-170,-130,-2875
-4,-11,-2,29,3055,-10,10,100,-140,-140,-2897
-17,-6,-21,16,3032,-20,0,0,-60,-90,-2793
12,-18,4,19,2954,20,-30,40,-40,-140,-2889
-9,-32,1,159,3019,-10,10,-40,30,-150,-2937
28,12,-23,73,3006,-20,10,180,-240,-90,-2891
-16,-6,-1,37,2976,-20,40,20,10,-140,-2845
-29,-2,5,13,2942,80,20,20,-20,-60,-2501
-40,9,-1,66,3043,-20,220,10,-200,-50,-2651
-3,-24,7,37,3099,0,30,30,-40,-120,-2492
-1,0,6,14,20,-26,6,11,7,-14,-12
-120,70,-70,70,110,-140,30,90,-20,110,-90
-200,130,70,-50,800,-90,210,-50,-90,100,-150
40,-160,910,10,180,50,-30,-40,100,-50,-100
-40,20,10,120,-110,200,-90,-20,120,-100,50
-100,140,-80,190,30,20,0,-10,-80,0,30
-1450,140,1320,-780,-320,250,70,240,-240,100,20
630,100,20,190,-20,30,-70,20,-120,-30,90
-50,0,20,170,20,-150,60,150,-320,190,-170
-40,-10,10,-770,-290,-30,-370,70,-50,-80,0
-100,-10,680,200,20,-80,70,-10,-160,140,0
60,-10,720,0,40,180,60,-30,-160,90,-130
-60,140,-100,190,-1320,1300,-140,80,-60,140,-270
-10,-20,60,160,10,-60,-60,90,-440,360,100
-150,40,-100,-610,110,-60,-1260,1330,-30,30,-80
-20,-160,880,120,150,-100,-20,-100,-50,-10,-120
-40,0,-20,140,-790,110,100,0,-80,50,-130
-150,-220,30,220,-50,330,-130,0,160,-80,-120
-30,-60,-50,80,110,80,-20,-140,140,-130,30
-10,-10,-170,300,-780,-40,20,-510,30,320,20
-20,130,60,30,60,-40,20,-20,-30,-60,90
10,80,-160,190,50,30,-60,100,-1380,1220,100
