0,1,2,3,4,5,6,7,8,9,10
10,70,0,210,-1390,1290,-20,-10,170,-1300,-70
1410,-50,0,80,80,-150,160,0,-250,-530,-70
-90,-130,200,30,110,-40,-60,-70,920,170,-80
30,10,50,-60,140,-20,30,-20,-1030,160,-90
40,-40,60,-20,60,0,-40,-10,30,-100,80
-240,270,-90,190,-1290,1190,120,0,30,-60,-90
-40,130,-90,150,-1250,1240,0,-830,800,20,-20
-120,-30,90,190,90,-130,-60,50,-10,-80,-60
-20,-60,30,-760,120,-250,-110,270,170,-50,50
-60,-1340,10,60,1310,-40,40,830,-70,-230,-40
-1,1,116,26,-119,-49,0,-5,153,1,1
-2,2,10,34,550,-119,110,-18,-193,-336,-14
0,1,7,18,607,-101,-3,8,-154,-343,-12
-8,2,13,92,534,-14,1,46,-245,-367,-33
0,-11,29,71,354,107,6,54,-204,-369,-21
-5,-4,34,56,610,-85,-12,39,-224,-350,-37
-13,-1,17,59,564,-36,-2,18,-216,-356,-19
-11,10,14,73,559,-38,9,30,-218,-398,-23
-2,-14,1,57,572,-58,13,-10,-184,-356,-32
-1,-5,10,43,554,-74,19,28,-199,-340,-13
-4,-1,9,86,573,-61,-12,55,-224,-363,-34
-1,-5,19,57,585,-47,7,43,-223,-384,-28
-10,-2,19,88,574,-39,32,1,-248,-361,-45
-15,-1,30,67,583,-33,28,19,-264,-369,-50
0,-6,25,67,572,-16,-5,42,-225,-414,-21
-1,-6,20,16,578,0,-14,30,-200,-377,-28
-8,1,12,40,562,-45,-7,33,-232,-329,-19
9,-8,41,63,624,-66,-8,21,-215,-408,-24
-4,-5,21,73,611,-78,-2,65,-274,-347,-42
-17,3,15,83,594,-110,-2,18,-178,-361,-33
-4,7,9,63,590,-55,-25,26,-185,-355,-55
-9,-3,19,58,367,151,6,24,-235,-316,-54
-6,1,18,38,539,-166,-10,5,-32,-340,-38
-8,17,-4,37,347,171,30,-5,-184,-351,-21
-2,-5,16,96,393,152,-172,140,-242,-324,-9
-9,-9,19,62,385,212,-202,147,-214,-367,-18
-7,8,14,85,364,154,2,15,-264,-315,-37
-3,7,9,60,386,215,-112,-8,-183,-325,-2
-7,-4,13,76,355,192,-59,18,-214,-326,-30
-10,-7,5,39,341,198,-48,9,-138,-348,-48
-5,0,5,37,346,242,-91,6,-173,-322,-11
-6,4,23,69,374,105,21,-5,-222,-310,-30
0,1,1,3,1,-4,-2,-1,6,0,2
-460,250,-1010,560,-790,420,550,250,-1360,810,1010
-860,430,-330,-590,430,-80,910,170,-700,-1030,870
-480,-370,560,-710,820,-60,-30,170,-140,240,-760
540,-50,-820,930,80,-790,1040,-140,-50,-510,460
-1070,150,-1210,1600,120,-590,50,150,640,640,-840
-110,820,-730,-1620,560,1500,-40,-420,760,-750,770
-170,-820,-430,730,50,750,-210,340,-20,-1030,210
1040,-290,-890,-460,280,600,-10,300,630,-260,-770
-750,320,330,20,-50,-100,-770,-100,80,1270,330
-630,220,120,-440,280,170,290,-2200,330,640,730
230,-810,430,-220,220,170,-250,690,-210,-1040,160
170,-350,-90,150,30,-430,450,440,-40,380,-740
-70,-430,400,490,490,-420,-240,-1040,110,570,860
-200,90,340,-590,640,-470,850,-250,-430,-190,760
330,-730,-330,90,-70,960,-850,450,1240,-780,-650
-400,80,240,-120,190,-380,-460,1110,-30,-460,-360
310,-120,-40,-540,-430,330,840,230,-350,-110,-100
-290,100,140,-1300,660,700,10,-170,80,-620,960
-40,110,-360,-20,350,300,-40,230,110,-790,-470
-220,870,650,-440,160,-560,260,820,350,-470,-400
120,30,-480,-380,330,-90,340,450,-1080,490,-120
930,40,-270,-420,230,1110,190,60,-370,400,80
100,-970,-640,350,360,1220,-110,560,-600,330,-480
-960,280,-300,-670,160,-150,720,400,-660,10,-30
420,-340,200,-400,550,-500,200,570,-230,270,-180
420,-390,-660,-740,430,470,900,-90,320,170,60
340,-120,-110,-1030,1090,130,-570,-110,1470,-530,-1020
890,250,-480,-340,390,-110,90,550,-220,-320,-310
330,-470,260,-90,90,-10,180,930,-250,-570,470
100,-600,640,-1530,310,150,-50,680,690,-180,30
230,-290,-680,160,-190,600,330,1130,-740,-1340,250
-1,-1,4,1,-1,-1,0,0,3,2,-2
-82,-6,4,90,-9,-45,0,107,-135,16,-30
1,-1,0,46,69,8,-3,49,-45,-109,-10
-2,-1,2,15,93,197,65,-71,-201,-86,-8
1,-1,1,19,115,40,-26,23,-46,-107,-8
0,-1,3,22,101,242,-93,-102,-44,-113,-5
-1,-1,1,23,98,248,-13,-178,-50,-109,-11
-1,-1,3,36,112,147,90,5,-257,-115,-13
0,1,-2,34,83,58,217,-2,-259,-114,-11
1,1,0,26,91,252,-177,-34,-65,-74,-14
-2,1,-1,31,89,198,57,-192,-39,-127,-9
-1,1,-1,27,91,90,168,-189,-59,-112,-9
-1,2,2,16,107,251,16,-69,-187,-124,-4
0,-2,0,25,101,247,-170,-28,-48,-105,-6
0,2,0,29,96,252,-200,175,-221,-118,-9
-1,5,-2,28,104,40,217,-98,-161,-115,-11
3,-4,3,33,82,279,5,-77,-193,-111,-8
0,0,2,15,120,257,-24,-189,-59,-110,-6
2,-2,2,28,89,2,14,-4,-29,-79,-15
3,-4,3,24,95,60,139,-64,-155,-82,-13
-1,0,0,43,55,260,32,-30,-248,-99,-6
-1,1,0,39,80,24,-14,-4,-16,-94,-3
1,0,3,26,105,-3,9,-14,-12,-98,-12
3,-3,4,21,98,-7,156,-100,-47,-104,-11
-2,0,2,29,82,17,-5,262,-248,-122,-8
-2,-2,1,23,98,8,249,-204,-28,-128,-8
0,0,-1,10,70,21,12,-4,-16,-77,-11
4,-4,1,24,80,30,-18,55,-69,-82,-6
50,1,0,-57,-25,-4,10,-4,-4,-2,16
-3,-13,8,70,111,3,-6,5,28,-167,-20
-8,3,15,15,110,4,-3,2,-59,-46,-9
100,100,-100,100,0,0,200,100,-100,-100,-100
400,-200,-400,400,-300,300,-100,0,100,200,-100
-300,300,0,-400,600,-300,-100,200,500,0,200
-300,-100,100,0,500,200,0,-300,0,0,-200
-300,-100,100,-100,500,-3100,3500,-100,-300,200,-100
0,600,-500,0,100,-100,-100,-100,0,200,-300
-300,300,0,-8100,0,-500,100,100,500,3600,3500
-100,0,-700,700,1200,500,-700,-600,100,-100,900
-200,-100,100,400,-700,0,-100,300,-100,800,-300
-300,-11100,1000,1000,1500,300,-31800,1210,6610,570,8910
-4400,-200,-200,-800,1400,7500,5900,500,-500,800,800
-1600,100,100,-100,1000,0,100,-100,300,100,-200
1800,2700,0,-100,200,500,-5100,-1700,1600,-20420,-760
-230,-1370,50,-170,-2480,-1711,611,0,-1260,311,-311
-776,0,0,0,0,640,-69,-571,276,-276,0
-514,291,276,-315,1378,-160,-60,960,1010,5910,13710
-300,-100,0,-100,2100,3800,-6300,1200,9000,800,200
100,800,-100,0,-900,500,-100,800,3800,800,0
0,-100,100,100,500,-2800,2400,800,-4000,500,3500
-200,300,0,400,-3100,-300,900,-100,900,-400,400
-300,-100,0,-100,100,0,0,0,300,100,-300
100,500,-100,-300,900,400,-400,-600,-1200,200,1900
-200,300,-200,100,-200,-500,-100,0,-1300,1700,300
-300,0,200,-3200,2900,600,-100,0,-5500,-800,200
-500,-200,200,-100,2400,100,100,-200,100,-200,200
-300,0,-200,100,200,0,200,-100,600,0,-200
-200,300,-300,-100,100,100,300,100,-400,200,100
0,-400,200,-400,600,2000,-100,-1000,-500,0,-300
-200,100,-100,-100,0,-5300,1300,3900,100,100,0
-4,-3,1,10,6,-3,-4,0,7,1,1
-40,-8,38,49,-2,277,-117,-190,135,0,73
-127,-12,63,31,-27,316,-41,-291,112,86,-41
-38,-15,22,189,50,-113,-32,-37,207,-76,-90
-19,-9,33,226,-171,246,-64,-65,-17,15,-71
-20,2,38,21,28,76,-10,14,143,37,-113
-22,-12,28,51,188,33,-197,-34,108,136,-146
24,-75,12,87,-23,103,-18,9,-21,66,-43
-29,-8,7,192,-3,-21,92,-95,65,-42,-70
-28,-11,40,43,148,114,-92,-173,158,94,-206
-23,-12,42,4,50,60,-30,-59,147,29,25
-18,-19,21,213,-136,228,-202,-61,211,-70,-109
-30,-3,14,141,-42,29,-14,-24,213,-94,-17
-63,-10,20,149,65,66,-222,123,-16,126,-85
-8,-10,1,17,48,97,-1,26,-1,-62,-59
-103,-11,40,11,172,69,-110,-122,239,-78,-156
-40,-29,23,216,-146,256,-44,-220,115,-17,-10
-27,-3,8,17,84,140,-82,-120,153,-34,-113
-166,-19,44,34,97,113,-165,-90,185,-26,-130
-150,-25,22,45,12,57,-7,-69,157,-22,31
-22,-13,84,130,-99,48,-71,-42,156,-2,-125
-43,-19,76,21,150,68,-205,-55,106,24,-2
-22,-18,83,-15,3,96,85,-179,221,-12,-180
-11,-20,13,184,-9,-31,21,-131,151,12,-123
-15,-4,50,7,12,51,-62,-37,121,-11,-82
-15,-14,74,-14,7,62,-23,-84,131,10,-102
-31,-6,53,11,12,79,-68,-54,180,5,-128
-12,-2,72,-32,0,60,-8,-70,118,20,-53
-45,-3,58,-19,28,48,-53,-39,154,-6,-100
-135,-23,64,12,14,106,-52,-102,130,18,26
-32,-7,59,-27,39,233,-222,-64,140,135,-208
-12,-2,57,-26,49,24,-30,-29,86,153,-213
1,-1,0,0,13,0,-14,1,3,-2,0
300,-100,-200,400,0,-800,600,-6580,-40,-10,7030
-100,-7220,-100,7820,-100,-400,400,0,0,-800,-11700
10090,1100,-6300,500,-100,-700,300,500,-200,0,-1100
-100,300,100,100,300,-500,700,-400,-400,100,400
-2450,740,4060,1940,1900,-400,-7200,1070,-20,7850,-1000
-500,700,-6690,90,7400,-600,400,200,-400,-100,-100
-600,400,-100,500,-200,-300,200,200,-200,6600,-6600
-200,-7990,8090,500,100,300,400,-300,100,200,-300
-400,-6390,6490,-2000,-4370,-1110,4380,3300,-6710,7310,300
-100,100,0,-6860,6660,-5040,6640,-2400,2600,-1200,-100
100,-5980,5780,1100,100,-600,500,200,-100,-200,-2300
-300,200,400,-600,1100,-700,900,200,-500,300,-600
-8220,8120,0,1200,-8180,-840,400,540,7480,500,-100
-482,370,52,606,410,-220,110,300,-260,150,-220
-147,26,406,371,890,-80,-190,190,-490,-590,30
-259,229,81,240,460,-90,-240,240,0,-20,30
1610,1100,2770,30,2700,-200,-800,5100,400,0,200
-1400,-900,-300,500,1100,-8640,6140,-100,-400,-200,-200
-200,-100,200,-100,400,-500,400,100,-6740,160,8880
-100,-600,0,-100,200,-400,400,500,-500,-7600,6000
-900,900,-300,400,-7450,-820,1200,-490,8860,-700,100
-300,100,-4780,6180,0,-400,200,-500,600,-300,-900
-100,400,-200,700,-8000,30,190,300,-1030,7710,-100
-300,300,-600,500,100,-200,400,700,-1000,-400,400
300,-6010,5910,1100,300,-800,300,300,-6500,6400,-100
-400,-6130,6430,1000,-8170,-620,560,-220,-510,7760,700
-6,-7,11,54,25,26,-24,26,94,-21,-64
360,70,-330,-300,480,-440,280,140,0,100,-230
-10,20,330,-270,-50,480,40,-70,-240,170,170
-320,310,-340,-190,700,-50,110,-150,-70,-50,-120
480,-250,-150,50,110,-320,780,-120,-230,370,-150
-300,140,-200,180,340,90,180,-330,80,130,-240
-190,280,110,-290,510,-370,70,-50,200,180,-140
120,60,-390,-170,-972,1132,230,-180,450,20,-90
50,-50,70,-350,520,-520,450,-140,-30,160,0
310,-200,150,-300,-190,-140,840,-240,-30,0,-70
-40,-70,100,-20,340,-60,90,-360,210,160,0
0,30,-30,-250,530,-360,400,-380,110,480,-30
-50,260,-640,310,320,-230,270,-410,120,180,-70
110,-170,-230,20,670,-260,30,70,-60,90,-30
-50,-60,140,-380,-1043,-3,272,654,390,100,400
260,-150,-260,-190,350,-70,180,40,-200,110,230
-170,-150,-370,290,220,-300,470,-190,-160,-30,250
190,-160,200,70,450,-160,180,-320,240,-200,-70
-440,80,-60,-70,190,40,100,-60,-130,210,-210
100,90,-130,-370,550,-90,0,-100,70,50,-250
-180,20,-285,-541,267,-99,-102,-280,0,0,0
-109,120,-120,0,80,11,-91,85,17,-102,0
-117,0,0,0,0,94,-94,0,0,0,0
-13,-17,8,53,-13,13,-37,20,19,-1,-15
60,17,-1,-70,-4,78,-77,4,75,-6,-76
-300,200,-200,0,0,300,-200,100,100,-100,0
-100,300,-100,0,-100,0,0,200,-200,100,100
-300,100,-100,0,100,100,100,-100,0,100,0
200,-200,0,100,100,-100,-100,0,0,100,-100
100,100,-200,-300,300,-200,200,100,-200,0,100
100,200,-200,0,100,100,-100,-100,0,0,0
0,100,-100,-930,730,100,-100,200,-100,0,0
0,200,0,-200,300,-100,200,-100,100,-100,-400
100,0,-100,200,-100,-100,-200,400,-200,200,-100
-100,0,0,100,100,-100,0,-4630,110,1760,2860
-100,-100,100,-200,200,100,-100,-100,100,0,0
400,-400,0,-100,300,-100,-100,0,100,100,0
0,0,0,0,100,-300,100,0,100,100,-200
-200,100,0,0,-100,0,200,0,-100,100,-200
100,0,0,100,-200,100,-200,200,100,0,-200
100,-100,-100,100,0,0,100,-100,-200,100,100
-200,0,-100,200,0,0,-100,300,-200,0,100
100,100,-200,100,0,0,-100,200,200,-200,0
100,0,0,100,100,0,-300,300,-200,300,-100
100,0,0,-100,0,-100,100,0,0,0,100
0,100,0,-100,200,-100,-200,100,0,0,200
-100,300,-100,-100,0,-1590,-9210,11000,100,-100,0
0,200,-200,100,-200,100,0,0,-1270,50,1320
-100,200,-200,0,100,100,-200,200,-300,100,200
200,-100,-100,-200,200,0,-100,0,200,-200,200
0,0,100,100,0,0,-200,400,-300,-800,100
-100,200,-4240,-180,-5780,0,0,0,5840,250,1520
1500,0,0,0,0,200,100,100,0,-100,-100
0,0,-100,0,100,0,0,100,0,-100,0
100,0,200,-300,100,300,-200,-100,-100,300,0
100,-100,0,-500,300,200,-300,400,-100,100,-200
0,8,-16,99,-46,25,-9,65,-47,-41,-1
10,-70,230,-50,-250,230,-10,-60,20,-10,-20
130,0,-90,70,-30,30,20,130,-20,30,-30
-760,20,60,-20,370,120,200,-40,50,-30,-140
-50,100,-130,120,50,-170,50,40,-100,110,-150
50,-70,50,-2700,-100,130,-120,1140,1600,-110,70
-10,-150,-620,110,90,10,-50,20,30,350,280
-100,140,-110,30,190,-230,80,0,-70,-10,170
70,-40,0,90,-20,-90,90,0,30,-80,80
-130,140,-80,-10,-120,140,-70,90,-220,80,30
10,-20,20,20,100,-140,130,-90,160,-90,10
70,-80,110,-150,200,-90,10,-70,60,-120,140
-90,50,130,-180,30,70,40,-90,30,-10,10
130,-40,60,-10,-80,-90,-10,180,30,-30,-20
70,-100,-20,110,-170,-450,-60,-110,620,170,-320
50,-80,190,50,-110,-130,50,160,-20,-50,30
-20,-20,-10,60,-60,20,-50,-100,120,50,-110
40,0,-10,30,-580,-220,60,40,310,200,170
-120,-50,150,-180,100,0,70,-70,80,-50,-90
-200,-40,90,-90,60,20,-20,50,70,-70,-10
-40,120,30,10,-110,10,10,70,0,-30,-20
-60,-100,160,30,-740,-10,30,-30,250,190,170
60,-80,130,0,-100,-6040,0,6110,0,-100,60
-330,50,-30,240,-60,-160,-370,510,-300,-380,840
50,-160,110,0,40,-20,-50,70,-90,60,-40
-30,50,80,-70,-690,-50,-10,20,320,260,160
-110,100,-150,0,100,0,50,-130,100,-90,90
-20,30,-1730,-1770,-2500,0,0,0,2780,1480,1360
490,90,-20,100,-70,200,-380,140,-10,-40,40
-40,60,90,-190,110,120,-90,100,-80,-10,-10
-20,-20,40,50,-10,30,-180,130,70,-30,-200
-70,70,-20,-360,380,-30,20,-50,30,-140,-20
-167,-156,135,18,56,159,151,-187,32,-387,96
-13,-1,40,14,-13,33,-9,-47,60,6,-66
-130,-60,90,190,100,400,-150,-340,60,10,-60
-180,-343,473,70,290,580,-60,-540,-40,120,-180
-260,-120,220,230,110,50,-40,200,-20,-90,-10
-691,-173,734,80,170,30,10,30,100,-50,-40
-507,-167,684,30,160,120,-40,10,130,-10,-110
-320,-70,590,140,350,-70,-40,60,30,-170,-310
-160,40,410,250,160,-190,-50,60,50,-20,40
-200,-250,450,-10,630,120,30,-490,60,180,-110
-260,0,180,240,320,240,-50,-250,20,-60,-110
-310,-334,524,210,230,280,-230,-130,150,-20,-50
-130,-334,514,90,180,10,-40,10,220,-60,0
-140,-548,668,90,120,80,-30,60,10,140,-170
-160,-483,583,130,130,-30,30,-40,290,-100,40
-360,-267,477,250,200,70,-250,70,470,-140,-230
-560,-183,673,80,230,160,-130,-140,100,120,-100
-484,-153,717,210,150,0,270,-260,340,-280,-20
-440,-72,532,120,160,270,-220,40,-30,-50,-20
-506,-68,544,150,270,-120,-30,10,200,50,-140
-200,120,130,240,120,110,-20,-100,-40,80,-110
-400,-108,478,130,320,100,-30,-140,20,-30,-30
-504,-120,644,80,240,160,-50,-160,-50,-10,-10
-594,-115,279,560,190,-10,-180,10,120,70,-170
-397,-235,161,641,190,20,-70,50,60,0,-80
-460,-140,190,500,170,20,20,-30,100,140,-340
-402,-88,260,610,-50,440,-120,-200,0,50,-70
-551,-87,458,510,30,-30,60,-10,130,-20,-260
-414,-98,164,398,260,-30,180,120,210,-380,0
-679,-53,80,532,250,140,-50,-120,10,70,0
-606,27,199,490,190,210,30,-150,-70,30,-50
-14,4,43,68,42,-32,-38,54,-4,-28,-48
-4,-1,18,-1,8,16,-29,19,25,-30,11
0,0,0,4,4,-4,6,-2,-2,-5,0
-10,-4,14,100,199,75,-215,139,82,3,-175
-7,5,13,93,192,100,-261,138,89,-24,-272
-14,-6,19,116,183,74,-194,30,126,21,-189
-13,6,17,86,187,74,-251,96,165,-12,-305
-6,-12,18,112,204,42,-203,80,141,-2,-237
-36,0,36,86,245,63,-231,75,138,-57,-283
-22,-1,52,100,150,82,-204,80,130,-55,-272
-7,-3,17,105,250,10,-250,207,28,8,-251
-10,-1,42,100,195,51,-204,23,165,-55,-237
-23,5,13,98,199,75,-182,57,111,-21,-286
-14,-3,12,113,187,92,-192,26,189,-38,-289
-8,-7,32,104,186,94,-248,122,129,-50,-301
-9,2,35,92,201,66,-232,131,106,-58,-250
-6,-15,8,129,152,127,-233,102,125,-85,-284
-3,4,8,143,162,55,-245,134,98,-35,-243
-13,-6,31,104,265,8,-254,104,123,-37,-274
-17,-4,11,124,186,83,-259,149,112,-51,-257
9,-12,24,85,203,107,-261,159,66,-23,-298
-19,-2,27,87,230,52,-226,82,160,-39,-295
-6,-6,-5,149,138,60,-236,130,75,-47,-230
-12,-9,32,128,100,101,-231,127,97,-35,-250
-12,-1,20,108,150,138,-256,78,114,-24,-222
4,-1,32,127,148,53,-185,95,82,-47,-217
-24,5,10,155,121,68,-217,133,97,-58,-260
-32,-3,4,122,176,67,-269,121,148,-57,-261
-8,4,-7,127,185,87,-263,144,109,-86,-222
-30,-2,3,67,27,38,-50,8,90,-29,-51
-15,2,-7,-4,15,-4,-14,8,5,5,10
0,-6,-14,14,-9,3,6,-13,16,0,0
6,-10,-1,-4,8,6,-2,-9,-8,24,19
-10,-19,2,4,24,-32,2,8,-12,20,-3
11,-18,3,-6,31,-3,-19,2,4,5,-219
0,-15,-1,4,-1,2,11,8,-21,22,13
-9,1,-4,20,-9,-9,3,7,5,-9,16
-11,15,-12,0,-4,-12,0,-2,15,5,12
-15,-13,-6,8,15,-10,-2,16,-37,21,18
-14,2,-23,17,29,-20,-13,24,-13,10,8
-12,-2,-16,12,-1,12,-11,44,-33,8,7
-3,-12,-3,-1,30,-8,0,11,-4,23,-17
2,-10,-16,27,10,7,-23,9,-5,10,1
-1,2,-19,6,28,-17,2,-1,-2,12,4
-2,1,2,5,-5,22,-30,13,-7,21,-14
-6,-20,-5,-1,23,13,-43,21,-14,32,-7
-1,-6,-5,2,35,-6,-19,3,-6,27,12
7,-8,-16,30,-8,-17,18,8,-13,1,4
15,-18,-2,-5,14,-21,23,-1,6,-12,27
-6,4,-6,-5,-6,11,15,-5,-6,18,14
-5,3,3,-2,0,-13,7,1,1,5,-3
-13,15,-28,17,11,-4,1,9,-19,21,-8
-8,3,-22,33,-2,-20,22,-3,-21,21,-8
-4,-2,-16,13,12,11,-23,21,-15,16,0
-11,7,-21,-1,13,-3,4,-1,12,7,-43
-1,7,-18,-6,25,-24,19,18,-21,0,21
-16,2,0,68,7,-15,-1,17,-11,-37,-9
0,3,-1,-1,1,0,0,1,2,-4,2
0,-2,0,4,0,0,0,0,-2,1,-3
0,0,-2,1,2,-19,18,1,-4,2,-1
-1,-1,1,9,-7,4,-1,1,-3,-1,0
-2,1,-2,-2,23,-8,-11,1,-3,-1,0
-1,0,-1,243,1,17,-73,-48,-126,-19,-2
9,-8,-8,14,51,-6,-12,-14,-29,11,-10
5,1,-14,28,-5,4,0,-9,2,6,5
-5,0,2,4,7,0,-8,6,-8,7,1
-1,0,1,0,12,-5,-3,2,-7,8,0
2,-2,0,2,11,-2,-4,21,-26,-3,1
1,-1,-1,8,13,-7,6,19,-33,-3,4
-1,0,0,15,10,-7,3,20,-28,23,0
-5,-3,1,12,29,-28,4,-1,0,14,1
-1,1,0,-22,18,9,-21,26,-1,32,5
-41,1,-5,131,93,18,-6,19,-269,-17,-5
19,-19,-1,17,238,-12,-18,15,-218,-20,16
-22,4,16,-1,262,-6,4,3,-277,-1,16
-16,16,-21,2,258,-3,-183,-53,-11,-8,3
1,3,-4,1,11,37,-44,1,-4,0,2
-1,3,-3,8,2,-1,-5,7,-8,-2,0
0,-1,2,4,10,-7,-5,13,-16,-2,0
-16,15,-1,5,0,4,-5,1,-1,-3,4
-1,-1,-1,5,-4,1,-2,1,3,-1,-2
0,0,-2,0,3,-2,0,4,-4,2,0
26,-26,-1,-78,-52,-79,27,26,77,27,1
0,0,0,44,-23,0,-2,1,1,1,-1
1,-10,-5,15,16,3,-41,46,-34,16,8
-14,-3,-9,53,194,-64,19,-2,-180,-6,37
-18,-3,23,24,431,-329,58,22,-122,-104,23
4,-17,1,50,258,-105,40,41,-158,-98,4
-3,-19,9,61,-184,386,-40,34,-247,14,7
-6,-6,-13,44,180,91,-47,46,-211,-75,6
0,-12,-6,13,201,-25,18,-92,-72,-12,-14
-21,-16,12,12,9,-4,-2,7,10,-19,22
-14,-4,-7,53,241,-39,-27,49,-228,-14,3
-11,11,-26,50,255,-72,-13,51,-239,-9,-4
-18,-1,-4,89,195,-58,16,84,-292,13,-11
-8,-9,29,15,304,-100,8,31,-167,-82,20
-11,-18,13,45,237,-56,42,39,-280,2,14
-8,10,-12,110,382,-160,-54,57,-294,-14,6
-13,9,-1,71,317,-91,-7,16,-274,7,-23
1,-2,3,72,60,93,-25,38,-204,12,-18
-10,-3,-3,63,271,-49,-54,25,-220,-25,9
-19,1,-15,64,67,133,-57,50,-225,1,-3
-11,-3,2,1,125,-34,-73,23,-31,3,14
-16,6,-10,15,-2,329,-133,-192,1,23,-13
-10,-3,-8,91,95,-70,-38,46,-48,-28,-5
-13,3,-8,92,55,-46,-32,69,-106,-10,17
-8,4,-11,63,101,-54,-56,53,-73,-15,2
-4,0,-6,71,60,-55,-26,28,-38,-19,4
-23,17,-15,81,32,-55,-3,19,-44,-9,0
-12,11,-20,26,-2,-5,1,25,-20,2,11
-4,-6,-9,84,69,-55,-19,55,-62,-29,5
-17,-1,25,48,1,-19,3,0,-17,-1,-9
1,-1,7,28,1,-1,-8,-3,11,-11,-10
-8,1,-3,27,140,17,-12,-13,22,-5,-113
0,-2,-1,16,161,-10,-14,-16,39,10,-110
-6,4,0,15,156,-8,-13,-216,229,17,-183
-6,-2,1,31,156,11,-19,-33,41,7,-176
-8,3,-5,30,136,4,-21,7,22,2,-109
0,0,-1,71,143,-14,-6,1,15,-1,-139
-10,-7,3,24,128,35,-12,-30,26,-3,-130
-5,-7,-2,10,109,53,-37,12,11,10,-131
-7,6,-17,15,185,22,-50,-20,1,29,-180
-22,5,-5,29,151,-11,-8,-18,54,8,-183
-4,-5,-3,35,128,22,-26,-17,29,13,-111
2,0,-9,12,166,-7,3,-45,27,23,-152
4,0,-1,23,178,7,-38,-24,37,-9,-163
-5,-2,2,26,128,10,-26,12,6,7,-133
-4,-14,8,11,128,25,-22,-23,62,-24,-145
7,-11,7,25,153,35,-29,1,17,2,-194
-5,-3,1,34,124,20,-16,-6,32,-13,-131
-7,6,-6,2,156,3,-17,0,22,-138,-33
-8,13,-8,23,145,2,-8,-34,33,6,-121
-4,-4,1,29,122,21,-25,3,28,16,-159
0,-5,7,10,128,29,-9,-36,47,-1,-173
-3,1,4,23,128,24,-8,-38,28,14,-131
5,-11,0,29,111,20,1,-13,21,4,-133
-2,-6,11,-8,140,27,-16,-17,15,1,-156
-2,1,1,32,105,57,-12,-30,38,-40,-141
-10,6,11,14,126,36,-25,-25,56,-14,-143
-2,-30,1,35,118,4,4,-5,15,-3,-138
-2,-2,-10,30,128,61,-30,-2,12,-33,-121
4,-3,-4,38,109,38,-11,-11,30,-28,-92
1,-8,-2,14,132,35,-43,20,7,42,66
0,-17,-1,-3,128,62,-31,1,8,-14,-131
-2,0,3,20,-6,6,-6,-6,13,0,-16
0,-1,19,-20,19,-20,0,22,-20,0,14
-5,0,0,0,0,0,0,4,0,-4,0
-1,0,0,11,-11,0,0,0,30,-30,0
1,-1,0,-3,-4,-1,0,2,2,2,0
-4,23,37,58,-16,-96,84,14,-6,6,-47
20,540,50,-610,70,-200,-600,470,-2060,-390,-320
110,-280,-250,750,200,-360,110,1090,-700,1280,1770
-520,-340,-280,70,320,-210,50,160,-2380,-250,-240
-80,50,-160,90,-210,-410,20,390,190,-270,-380
-5,-1,1,9,0,4,-13,2,22,0,0
-52,-19,-1,74,227,46,-27,-2,17,-255,9
-4,-2,19,32,-4,-8,-4,4,9,-3,-16
1,0,-2,27,88,-3,-4,-9,-41,-39,-14
-80,8,0,1,-1,12,33,-18,-22,0,-5
0,19,24,6,-19,9,-19,24,-26,13,-1
1,43,-4,-3,-52,55,-21,14,7,-3,-1
27,-30,31,-19,22,7,-31,33,-24,17,7
0,4,-16,16,3,-3,-7,-1,9,-4,8
-10,-3,2,24,2,16,-22,3,29,-2,-9
-2,0,0,-11,-6,1,0,2,8,0,2
-32,-19,29,36,18,-7,-1,-16,48,9,-7
1,2,-3,26,11,-4,-12,6,-9,-5,-1
-1,0,0,3,-8,0,1,11,0,-3,-3
-2,1,35,521,21,-200,121,9,-94,21,-148
-2,0,4,147,-4,-47,26,0,-86,-19,-8
-2,12,7,-10,29,-26,-10,35,-8,-21,0
0,1,78,-69,67,-53,0,58,-2,-76,75
-39,1,82,-29,-15,22,-22,22,22,-24,-20
